BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3340,51, ,A9,1067 BUSHWICK AVENUE, ,11221,1,0,1,1333,2001,1910,1,A9,0,11/22/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3390,30, ,A1,1286 JEFFERSON AVENUE, ,11221,1,0,1,1900,2679,1910,1,A1,0,06/28/2017
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3418,52, ,A5,237 COVERT STREET, ,11207,1,0,1,1975,1896,1899,1,A5,775000,09/28/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3421,59, ,A9,61 SCHAEFER STREET, ,11207,1,0,1,2500,1800,1920,1,A9,0,12/15/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3424,48, ,A9,251A SCHAEFER STREET, ,11207,1,0,1,1250,1325,1920,1,A9,0,09/12/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3428,3, ,A5,673 EVERGREEN AVENUE, ,11207,1,0,1,1600,3000,1925,1,A5,1215000,12/02/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3440,23, ,A5,128A COOPER STREET, ,11207,1,0,1,1950,1756,1899,1,A5,0,05/26/2017
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3440,23, ,A5,128A COOPER STREET, ,11207,1,0,1,1950,1756,1899,1,A5,730000,05/26/2017
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3457,53, ,A5,91 GRANITE STREET, ,11207,1,0,1,2000,1376,1925,1,A5,0,11/22/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3473,17, ,A9,90 VANDERVEER STREET, ,11207,1,0,1,1750,1400,1905,1,A9,180000,11/17/2016
3,BUSHWICK,01 ONE FAMILY DWELLINGS                    ,1,3473,17, ,A9,90 VANDERVEER STREET, ,11207,1,0,1,1750,1400,1905,1,A9,0,11/11/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3136,18, ,B2,24 BELVEDERE  STREET, ,11206,2,0,2,2125,2500,1920,1,B2,41000,04/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3145,127, ,B1,17 NOLL, ,11206,2,0,2,1977,3039,2003,1,B1,0,11/10/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3148,32, ,S2,1002 FLUSHING AVENUE, ,11206,2,1,3,1625,3375,1931,1,S2,0,01/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3150,12, ,B2,16 ARION PLACE, ,11206,2,0,2,2325,2250,1925,1,B2,0,05/16/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3151,130, ,B1,20 NOLL ST, ,11206,2,0,2,1967,3039,2004,1,B1,0,09/23/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3151,138, ,B1,36 NOLL STREET, ,11206,2,0,2,1967,3039,2004,1,B1,1060000,12/29/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3155,109, ,B1,170 NOLL STREET, ,11237,2,0,2,1702,2039,2005,1,B1,950000,02/14/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3162,34, ,B2,93 JEFFERSON STREET, ,11206,2,0,2,2200,2112,1899,1,B2,850000,07/31/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3162,38, ,B2,87 JEFFERSON ST, ,11206,2,0,2,2200,2374,1899,1,B2,0,03/15/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3164,49, ,B2,171 JEFFERSON STREET, ,11206,2,0,2,2500,1580,1899,1,B2,0,12/06/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3171,13, ,B2,48 JEFFERSON STREET, ,11206,2,0,2,1875,2187,1899,1,B2,975000,04/06/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3171,45, ,B9,168 EVERGREEN AVENUE, ,11206,2,0,2,2727,2289,1930,1,B9,1470000,07/18/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3171,45, ,B9,168 EVERGREEN AVENUE, ,11206,2,0,2,2727,2289,1930,1,B9,0,06/30/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1B,3172,33, ,V0,104 CENTRAL AVENUE, ,11206,2,0,2,2500,0,1899,1,B2,0,12/08/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3183,20, ,B2,38 TROUTMAN STREET, ,11206,2,0,2,3100,1056,1910,1,B2,0,08/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3184,46, ,B2,1019 WILLOUGHBY AVENUE, ,11221,2,0,2,1887,1200,1910,1,B2,600000,04/12/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3184,46, ,B2,1019 WILLOUGHBY AVENUE, ,11221,2,0,2,1887,1200,1910,1,B2,100000,02/16/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3194,47, ,B2,895 WILLOUGHBY AVENUE, ,11221,2,0,2,2090,1892,1899,1,B2,0,01/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3205,5, ,B3,693 BUSHWICK AVENUE, ,11221,2,0,2,1880,2316,1910,1,B3,928500,10/31/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3207,149, ,B2,119 SUYDAM STREET, ,11221,2,0,2,2100,2112,2001,1,B2,400000,03/02/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3208,105, ,B2,151 CENTRAL AVENUE, ,11221,2,0,2,2100,2112,2001,1,B2,0,06/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3209,30, ,S2,274 KNICKERBOCKER, ,11237,2,1,3,2500,3750,1931,1,S2,0,04/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3209,105, ,B1,135 WILSON AVENUE, ,11237,2,0,2,1862,1966,2003,1,B1,0,04/13/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3214,35, ,B3,493 HART STREET, ,11221,2,0,2,1500,2040,1901,1,B3,705000,07/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3214,38, ,B2,487 HART STREET, ,11221,2,0,2,1500,1680,1901,1,B2,0,08/03/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3217,119, ,B2,130 SUYDAM STREET, ,11221,2,0,2,2905,2168,2001,1,B2,0,11/10/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3217,127, ,B2,142 SUYDAM STREET, ,11221,2,0,2,2033,2168,2001,1,B2,1175000,10/05/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3217,141, ,B2,641 HART STREET, ,11221,2,0,2,2042,2168,2001,1,B2,0,04/17/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3225,7, ,B3,496 HART STREET, ,11221,2,0,2,1420,2442,1925,1,B3,0,06/01/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3225,9, ,B3,500 HART STREET, ,11221,2,0,2,1400,2442,1925,1,B3,0,09/13/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3227,25, ,S2,1252 MYRTLE AVENUE, ,11221,2,1,3,1228,3828,1931,1,S2,1850000,02/15/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3227,150, ,B1,57 CEDAR STREET, ,11221,2,0,2,2128,1760,2000,1,B1,0,05/25/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3228,3, ,B1,624 HART STREET, ,11221,2,0,2,1014,2100,2008,1,B1,730937,12/16/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3231,15, ,B2,28A CEDAR STREET, ,11221,2,0,2,1836,1440,1920,1,B2,300000,01/11/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3232,61, ,B1,1281 DEKALB AVENUE, ,11221,2,0,2,1258,2448,2007,1,B1,830000,07/25/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3232,61, ,B1,1281 DEKALB AVENUE, ,11221,2,0,2,1258,2448,2007,1,B1,1000,07/25/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3234,23, ,B2,710 HART ST, ,11221,2,0,2,2500,3375,1920,1,B2,0,10/14/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3234,50, ,B2,1357 DEKALB AVENUE, ,11221,2,0,2,2625,1874,1920,1,B2,4600000,03/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3234,51, ,B2,1355 DEKALB AVENUE, ,11221,2,0,2,2750,1760,1920,1,B2,0,03/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3234,52, ,B2,1351 DEKALB AVENUE, ,11221,2,0,2,2900,1600,1930,1,B2,0,03/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3241,75, ,S2,1125 BROADWAY, ,11221,2,1,3,2025,4400,1899,1,S2,0,12/13/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3243,73, ,B2,53 STOCKHOLM STREET, ,11221,2,0,2,1667,1392,1930,1,B2,1249000,03/28/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3246,26, ,S2,1444 DEKALB AVENUE, ,11237,2,1,3,1500,3000,1931,1,S2,881020,12/21/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3252,27, ,S2,832 BUSHWICK AVENUE, ,11221,2,1,3,1620,2750,1899,1,S2,0,02/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3252,40, ,B2,33 KOSSUTH PLACE, ,11221,2,0,2,1875,1620,1901,1,B2,0,06/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3252,41, ,B2,31 KOSSUTH PLACE, ,11221,2,0,2,1875,1620,1901,1,B2,0,06/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3253,10, ,B9,10 STOCKHOLM STREET, ,11221,2,0,2,1700,4375,2004,1,B9,999950,10/19/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3254,65, ,B2,67 STANHOPE, ,11221,2,0,2,2900,1938,1920,1,B2,1375000,12/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3254,128, ,B1,74 STOCKHOLM STREET, ,11221,2,0,2,1885,2940,2004,1,B1,900000,06/30/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3256,9, ,B3,1347 MYRTLE AVENUE, ,11221,2,0,2,850,1280,1920,1,B3,502000,07/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3263,13, ,B3,10 KOSSUTH PLACE, ,11221,2,0,2,2000,2100,1915,1,B3,950000,02/22/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3263,15, ,B3,14 KOSSUTH PLACE, ,11221,2,0,2,4100,1600,1899,1,B3,0,10/13/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3263,16, ,B2,22 KOSSUTH PLACE, ,11221,2,0,2,1200,1400,1915,1,B2,10,06/30/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3263,19, ,B3,26 KOSSUTH PLACE, ,11221,2,0,2,2000,2540,1915,1,B3,10,09/14/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3265,21, ,B9,64 STANHOPE STREET, ,11221,2,0,2,3125,3450,1931,1,B9,1200000,12/14/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3265,148, ,B2,115 HIMROD STREET, ,11221,2,0,2,2380,2160,1998,1,B2,850000,11/04/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3266,8, ,B3,223 CENTRAL AVENUE, ,11221,2,0,2,2500,1444,1930,1,B3,1300000,10/11/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3266,14, ,B3,124 STANHOPE ST, ,11221,2,0,2,5400,1760,1910,1,B3,0,05/04/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3273,46, ,B3,615 VAN BUREN STREET, ,11221,2,0,2,1667,2290,1901,1,B3,1300000,12/23/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3273,56, ,B3,595 VAN BUREN STREET, ,11221,2,0,2,1750,2040,1901,1,B3,780000,06/29/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,1, ,S2,311 EVERGREEN AVENUE, ,11221,2,1,3,1600,2880,1931,1,S2,700000,04/26/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,4, ,B2,305 EVERGREEN AVENUE, ,11221,2,0,2,1600,1920,1920,1,B2,93786,07/26/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,6, ,B2,301 EVERGREEN AVENUE, ,11221,2,0,2,1600,1920,1920,1,B2,1300000,06/22/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,63, ,B3,105 HARMAN STREET, ,11221,2,0,2,2000,2880,1920,1,B3,0,04/10/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,72, ,B3,87 HARMAN STREET, ,11221,2,0,2,3000,3240,1920,1,B3,941176,09/02/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,84, ,B1,63 HARMAN STREET, ,11221,2,0,2,1667,1785,1920,1,B1,250010,04/18/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3275,84, ,B1,63 HARMAN STREET, ,11221,2,0,2,1667,1785,1920,1,B1,250010,10/10/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3283,15, ,B3,592 VAN BUREN STREET, ,11221,2,0,2,1800,2160,1920,1,B3,929000,08/10/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3283,22, ,B3,606 VAN BUREN STREET, ,11221,2,0,2,1875,2160,1920,1,B3,795000,09/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3283,32, ,B1,908 BUSHWICK AVENUE, ,11221,2,0,2,2775,2400,1930,1,B1,0,12/07/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3283,32, ,B1,908 BUSHWICK AVENUE, ,11221,2,0,2,2775,2400,1930,1,B1,750000,10/05/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3284,30, ,B3,1117 GREENE AVE, ,11221,2,0,2,1600,2220,1901,1,B3,1425000,01/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3285,24, ,B3,68 HARMAN STREET, ,11221,2,0,2,1800,1716,1901,1,B3,1299000,05/11/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3285,37, ,B3,98 HARMAN STREET, ,11221,2,0,2,2000,2880,1901,1,B3,0,02/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3285,67, ,B2,1183 GREENE AVENUE, ,11221,2,0,2,2000,2880,1901,1,B2,0,09/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3289,58, ,B2,1327 GREENE AVE, ,11237,2,0,2,1180,1200,1899,1,B2,0,05/31/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3294,1, ,B3,1090 GREENE AVENUE, ,11221,2,0,2,4709,3992,1901,1,B3,1600000,11/21/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3294,14, ,B1,938 BUSHWICK AVENUE, ,11221,2,0,2,1857,2400,1901,1,B1,1250000,07/19/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3294,14, ,B1,938 BUSHWICK AVENUE, ,11221,2,0,2,1857,2400,1901,1,B1,307821,04/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3294,14, ,B1,938 BUSHWICK AVENUE, ,11221,2,0,2,1857,2400,1901,1,B1,10,04/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3294,20, ,B2,950 BUSHWICK AVENUE, ,11221,2,0,2,3570,2000,1910,1,B2,1200000,10/27/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3295,2, ,B1,1120 GREENE AVE, ,11221,2,0,2,1700,2295,1901,1,B1,1078500,03/02/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3296,24, ,B2,1184 GREENE AVENUE, ,11221,2,0,2,1875,1800,1901,1,B2,600000,12/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3296,40, ,B9,1212A GREENE AVENUE, ,11221,2,0,2,1583,1848,1901,1,B9,0,06/28/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3296,44, ,B2,1220 GREENE AVENUE, ,11221,2,0,2,2000,3324,1901,1,B2,800000,01/11/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3300,15, ,B1,1364 GREENE AVENUE, ,11237,2,0,2,2000,1800,1931,1,B1,0,06/11/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3300,23, ,B1,1380 GREENE AVENUE, ,11237,2,0,2,2000,1800,1901,1,B1,900000,01/06/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,28, ,B9,86 BLEEKER STREET, ,11221,2,0,2,1667,2001,1920,1,B9,1200000,04/19/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,29, ,B2,88 BLEECKER STREET, ,11221,2,0,2,1667,3002,1916,1,B2,1380000,05/18/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,41, ,B2,322 CENTRAL AVENUE, ,11221,2,0,2,2500,2200,1996,1,B2,0,05/20/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,60, ,B2,81A MENAHAN STREET, ,11221,2,0,2,1500,2250,1920,1,B2,950000,06/12/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,125, ,B2,82 BLEECKER STREET, ,11221,2,0,2,2216,2214,1996,1,B2,910000,07/25/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3305,125, ,B2,82 BLEECKER STREET, ,11221,2,0,2,2216,2214,1996,1,B2,0,04/28/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3322,131, ,B2,67 LINDEN STREET, ,11221,2,0,2,2325,2820,1996,1,B2,0,02/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3331,20, ,B2,1185 GATES AVENUE, ,11221,2,0,2,1900,1824,1920,1,B2,0,02/14/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3331,21, ,B2,1183 GATES AVENUE, ,11221,2,0,2,3800,2400,1920,1,B2,1400000,05/03/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3332,10, ,B2,102 LINDEN STREET, ,11221,2,0,2,2000,2400,1920,1,B2,0,12/15/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3333,42, ,S2,1335 GATES AVENUE, ,11221,2,1,3,1850,2331,1931,1,S2,0,04/18/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3335,43, ,B3,1481 GATES AVE, ,11237,2,0,2,2058,1334,1910,1,B3,700000,05/30/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3340,40, ,B1,65 PALMETTO ST, ,11221,2,0,2,1667,1752,1910,1,B1,0,06/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3340,42, ,B1,61A PALMETTO STREET, ,11221,2,0,2,1667,2336,1910,1,B1,1420000,07/12/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3342,49, ,B2,191 PALMETTO STREET, ,11221,2,0,2,2000,1800,1910,1,B2,780000,07/11/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3348,12, ,B9,10 PALMETTO STREET, ,11221,2,0,2,2000,4000,1931,1,B9,910000,12/30/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3348,35, ,B9,1084 BUSHWICK AVENUE, ,11221,2,0,2,1250,2400,1901,1,B9,0,03/01/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3348,119, ,B1,26 PALMETTO STREET, ,11221,2,0,2,2133,2100,1994,1,B1,0,07/07/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3349,40, ,B9,75 WOODBINE STREET, ,11221,2,0,2,2500,2625,1915,1,B9,0,02/16/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3352,11, ,B2,236 PALMETTO STREET, ,11221,2,0,2,1461,1400,1910,1,B2,900000,04/10/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3352,20, ,B2,256 PALMETTO STREET, ,11221,2,0,2,1700,2040,1910,1,B2,780000,09/21/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3352,23, ,B2,262 PALMETTO ST, ,11221,2,0,2,1700,2040,1910,1,B2,870000,01/19/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3352,57, ,B2,233 WOODBINE STREET, ,11221,2,0,2,1950,2634,1910,1,B2,885000,01/17/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3357,15, ,B1,16 WOODBINE STREET, ,11221,2,0,2,2950,2100,1994,1,B1,0,03/09/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3357,30, ,B9,38 WOODBINE STREET, ,11221,2,0,2,1500,1800,1905,1,B9,950000,06/06/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3357,30, ,B9,38 WOODBINE STREET, ,11221,2,0,2,1500,1800,1905,1,B9,780000,10/27/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3357,60, ,B1,961 MADISON STREET, ,11221,2,0,2,2200,2100,1994,1,B1,0,08/31/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3357,60, ,B1,961 MADISON STREET, ,11221,2,0,2,2200,2100,1994,1,B1,950000,10/06/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3359,27, ,B2,144 WOODBINE STREET, ,11221,2,0,2,1667,1168,1905,1,B2,700000,06/15/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3361,49, ,B2,1247 MADISON STREET, ,11221,2,0,2,2000,2700,1920,1,B2,0,01/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3362,130, ,B2,601 KNICKERBOCKER AVENUE, ,11221,2,0,2,1333,2200,1910,1,B2,925000,12/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3362,221, ,B9,326 PALMETTO STREET, ,11237,2,0,2,2000,2766,2002,1,B9,0,09/28/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3365,106, ,B1,647A KNICKERBOCKER AVENUE, ,11221,2,0,2,1807,2000,1950,1,B1,480000,02/09/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3365,108, ,B1,645 KNICKERBOCKER AVENUE, ,11221,2,0,2,1768,2000,1915,1,B1,950000,06/13/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3366,11, ,B1,952 MADISON STREET, ,11221,2,0,2,1120,2250,2014,1,B1,0,05/01/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3366,38, ,B9,1134 BUSHWICK AVENUE, ,11221,2,0,2,1500,3000,1910,1,B9,999000,04/06/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3368,33, ,S2,456 CENTRAL AVENUE, ,11221,2,1,3,1600,3200,1910,1,S2,800000,06/09/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3368,33, ,S2,456 CENTRAL AVENUE, ,11221,2,1,3,1600,3200,1910,1,S2,750000,02/23/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3368,35, ,B1,460 CENTRAL AVE, ,11221,2,0,2,1613,2242,2008,1,B1,415000,11/25/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3368,35, ,B1,460 CENTRAL AVENUE, ,11221,2,0,2,1613,2242,2008,1,B1,47500,11/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,38, ,B2,422 WILSON AVENUE, ,11221,2,0,2,1440,2700,1910,1,B2,0,11/08/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,117, ,B2,1166 MADISON STREET, ,11221,2,0,2,1910,2850,1990,1,B2,0,10/27/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,122, ,B2,1176 MADISON STREET, ,11221,2,0,2,1910,2850,1990,1,B2,0,12/01/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,134, ,B2,416 WILSON AVENUE, ,11221,2,0,2,1688,2850,1990,1,B2,630000,06/27/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,156, ,B2,1287 PUTNAM AVENUE, ,11221,2,0,2,1910,2850,1990,1,B2,0,02/22/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,167, ,B2,1263 PUTNAM AVENUE, ,11221,2,0,2,1910,2850,1990,1,B2,0,05/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3369,167, ,B2,1263 PUTNAM AVENUE, ,11221,2,0,2,1910,2850,1990,1,B2,875000,03/16/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3370,150, ,B2,1373 PUTNAM AVENUE, ,11221,2,0,2,2117,1960,1997,1,B2,0,05/24/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3370,157, ,B2,1361 PUTNAM AVENUE, ,11221,2,0,2,2033,1960,1997,1,B2,0,12/22/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3370,158, ,B2,1359 PUTNAM AVENUE, ,11221,2,0,2,2033,1960,1997,1,B2,0,06/22/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3375,3, ,S2,519 EVERGREEN AVE, ,11221,2,1,3,1250,2919,1910,1,S2,1500000,09/12/2016
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3375,13, ,B3,1216 PUTNAM AVENUE, ,11221,2,0,2,2200,2341,1910,1,B3,999999,08/03/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3376,15, ,B2,1276 PUTNAM AVENUE, ,11221,2,0,2,1750,2500,1910,1,B2,1370000,05/30/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3376,17, ,B2,1280 PUTNAM AVENUE, ,11221,2,0,2,1750,1839,1910,1,B2,1290000,05/04/2017
