BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6360,157, ,A5,36 BAY 10TH   STREET, ,11228,1,0,1,1547,1428,1930,1,A5,800000,02/27/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6361,20, ,A5,47 BAY 10TH STREET, ,11228,1,0,1,1933,1660,1930,1,A5,0,03/04/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6364,2, ,A5,1649 BENSON AVENUE, ,11214,1,0,1,1638,972,1930,1,A5,0,10/06/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6367,42, ,S1,1730 86TH STREET, ,11214,1,1,2,1342,1920,1926,1,S1,1200000,03/31/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6374,67, ,S1,8642 20TH AVENUE, ,11214,1,1,2,1740,3240,1925,1,S1,1090000,10/24/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6376,13, ,A9,69 BAY 25TH STREET, ,11214,1,0,1,2868,2330,1915,1,A9,0,10/31/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6405,49, ,S1,1863 BATH AVENUE, ,11214,1,1,2,1172,1800,1920,1,S1,1060000,04/21/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6406,25, ,A1,1906 BENSON AVENUE, ,11214,1,0,1,5750,2386,1901,1,A1,2050000,05/16/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6414,36, ,A1,91 BAY 29TH STREET, ,11214,1,0,1,3867,2739,1910,1,A1,950000,09/23/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6431,57, ,A9,202 BAY 14TH STREET, ,11214,1,0,1,2015,1458,1910,1,A9,0,06/19/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6442,131, ,S1,2012 BATH AVENUE, ,11214,1,1,2,709,1178,1925,1,S1,638000,09/20/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,63, ,A1,292 BAY 10TH STREET, ,11228,1,0,1,1933,1152,1920,1,A1,788000,04/07/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,64, ,A9,294 BAY 10TH STREET, ,11228,1,0,1,1933,1152,1920,1,A9,750000,04/25/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,216, ,A5,8874 16TH AVENUE, ,11214,1,0,1,1760,992,1950,1,A5,0,03/23/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6460,225, ,A5,8892 16TH AVENUE, ,11214,1,0,1,1980,1188,1950,1,A5,0,10/06/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,100, ,A5,261 BAY 14TH STREET, ,11214,1,0,1,1795,1204,1930,1,A5,0,05/04/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,217, ,A5,8929 16TH AVENUE, ,11214,1,0,1,1944,1188,1940,1,A5,848000,02/03/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,247, ,A5,280 BAY 13 STREET, ,11214,1,0,1,1649,928,1945,1,A5,700000,11/11/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,266, ,A5,243 BAY 13TH STREET, ,11214,1,0,1,2060,1240,1940,1,A5,0,12/28/2016
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,273, ,A5,257 BAY 13 STREET, ,11214,1,0,1,1649,928,1940,1,A5,748000,01/05/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6461,289, ,A5,291 BAY 13TH   STREET, ,11214,1,0,1,2062,1240,1940,1,A5,850000,03/03/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6463,127, ,A5,8849 18TH   AVENUE, ,11214,1,0,1,1384,992,1950,1,A5,786000,03/20/2017
3,BATH BEACH,01 ONE FAMILY DWELLINGS                    ,1,6466,75, ,A5,224 BAY 23RD STREET, ,11214,1,0,1,1983,1420,1945,1,A5,815000,01/27/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6357,15, ,B1,8643 14TH AVENUE, ,11228,2,0,2,2320,2160,1930,1,B1,1388000,06/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6357,46, ,B1,24 BAY 7 STREET, ,11228,2,0,2,2320,2160,1930,1,B1,1150000,10/11/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6357,56, ,B1,52 BAY 7TH   STREET, ,11228,2,0,2,2320,2160,1930,1,B1,452500,12/20/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,26, ,B1,8633 15TH AVENUE, ,11228,2,0,2,2312,2160,1930,1,B1,999000,09/01/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,44, ,S2,1518 86 STREET, ,11228,2,1,3,1917,2496,1931,1,S2,1350000,03/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,61, ,B3,44 BAY 10TH STREET, ,11228,2,0,2,1547,1428,1930,1,B3,0,02/08/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,77, ,B1,76 BAY 10TH STREET, ,11228,2,0,2,1718,2298,1960,1,B1,1220000,03/07/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6360,123, ,B3,8643 15TH AVENUE, ,11228,2,0,2,2513,1428,1930,1,B3,740000,10/24/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6361,30, ,B3,23 BAY 10TH   STREET, ,11228,2,0,2,2103,1622,1930,1,B3,928000,10/26/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6362,6, ,B1,1557 BENSON AVENUE, ,11228,2,0,2,1920,1840,1920,1,B1,0,04/11/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6362,6, ,B1,1557 BENSON AVENUE, ,11228,2,0,2,1920,1840,1920,1,B1,10,02/06/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6363,27, ,B3,8633 16TH AVENUE, ,11214,2,0,2,2058,1492,1930,1,B3,0,06/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6363,30, ,B3,8627 16TH   AVENUE, ,11214,2,0,2,2058,1492,1930,1,B3,0,04/05/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6363,40, ,B3,1610 86TH STREET, ,11214,2,0,2,1439,1292,1920,1,B3,0,11/22/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6364,64, ,B1,48 BAY 14TH STREET, ,11214,2,0,2,2160,3072,1901,1,B1,800000,09/22/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6365,61, ,B1,8646 17TH AVENUE, ,11214,2,0,2,3178,2745,1950,1,B1,0,06/28/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6366,29, ,B1,8633 17TH AVENUE, ,11214,2,0,2,1933,3240,1901,1,B1,0,04/17/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6366,46, ,S2,1718 86TH   STREET, ,11214,2,1,3,1251,2565,1916,1,S2,4680000,08/02/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6367,71, ,B3,58 BAY 17TH   STREET, ,11214,2,0,2,4833,1992,1899,1,B3,1350000,09/30/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6368,1, ,B2,75 BAY 17  STREET, ,11214,2,0,2,6863,2868,1915,1,B2,2000000,04/19/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,45, ,S2,8603 18TH AVENUE, ,11214,2,1,3,1113,3840,1925,1,S2,25000,12/05/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6369,93, ,B3,106 BAY 19TH   STREET, ,11214,2,0,2,1265,1260,1935,1,B3,0,06/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6370,64, ,B2,24 BAY 20TH, ,11214,2,0,2,2417,1584,1930,1,B2,826819,05/24/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6371,80, ,B2,8670 19TH   AVENUE, ,11214,2,0,2,2223,2520,1930,1,B2,610000,04/24/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6371,80, ,B2,8670 19TH   AVENUE, ,11214,2,0,2,2223,2520,1930,1,B2,610000,01/17/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6372,8, ,B1,8703 19TH   AVENUE, ,11214,2,0,2,1540,3162,1920,1,B1,1030000,12/16/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6372,14, ,B1,8687 19TH AVENUE, ,11214,2,0,2,1600,3162,1920,1,B1,10,08/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6372,44, ,B2,8615 19TH AVENUE, ,11214,2,0,2,3867,3235,1930,1,B2,1600000,04/19/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6379,8, ,B1,75 BAY 28TH STREET, ,11214,2,0,2,2393,2560,1910,1,B1,700000,12/16/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6391,15, ,B9,8747 14TH AVENUE, ,11228,2,0,2,2127,1701,1950,1,B9,1150000,06/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6391,66, ,B3,140 BAY 7TH ST, ,11228,2,0,2,1933,2260,1960,1,B3,0,11/16/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6393,45, ,B1,8692 15TH AVENUE, ,11228,2,0,2,2296,2160,1940,1,B1,0,10/20/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6394,16, ,B9,8745 15TH   AVENUE, ,11228,2,0,2,3867,2400,1955,1,B9,1550000,07/03/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6394,34, ,B1,8697 15TH AVENUE, ,11228,2,0,2,2336,2160,1940,1,B1,1380000,05/04/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6394,50, ,B2,106 BAY 10TH STREET, ,11228,2,0,2,2707,1736,1920,1,B2,0,09/30/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6394,63, ,B3,140 BAY 10TH STREET, ,11228,2,0,2,2920,1764,1920,1,B3,1300000,11/30/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6395,12, ,B3,155 BAY 10TH STREET, ,11228,2,0,2,3867,1820,1925,1,B3,0,12/01/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6395,37, ,B3,95 BAY 10TH STREET, ,11228,2,0,2,3253,2660,1925,1,B3,1400000,09/14/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6395,46, ,B1,94 BAY 11TH   STREET, ,11228,2,0,2,2171,1920,1935,1,B1,1130000,04/25/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,37, ,B1,1550 BENSON AVENUE, ,11228,2,0,2,1800,2268,1930,1,B1,1080000,12/20/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6396,51, ,B1,8708 16TH   AVENUE, ,11214,2,0,2,3880,1574,1955,1,B1,0,09/14/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6397,51, ,B3,98 BAY 13TH STREET, ,11214,2,0,2,1950,1587,1920,1,B3,915000,11/01/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6398,51, ,B2,116 BAY 14TH STREET, ,11214,2,0,2,2419,2350,1930,1,B2,900000,08/09/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6399,21, ,B2,131 BAY14TH STREET, ,11214,2,0,2,2167,2104,1925,1,B2,950000,03/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6401,31, ,B9,40 RUTHERFORD PLACE, ,11214,2,0,2,2344,3100,1965,1,B9,1450000,02/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6401,33, ,B9,44 RUTHERFORD PLACE, ,11214,2,0,2,1558,2365,1965,1,B9,995000,09/22/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6405,34, ,B1,8726 19TH   AVENUE, ,11214,2,0,2,1320,2160,1920,1,B1,1050000,06/21/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6406,23, ,B9,1900 BENSON AVENUE, ,11214,2,0,2,5201,1446,1899,1,B9,2000000,05/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6406,115, ,B2,N/A 19TH   AVENUE, ,11214,2,0,2,4320,0,1935,1,B2,0,05/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6408,22, ,B9,107 BAY 23RD   STREET, ,11214,2,0,2,1974,2520,1940,1,B9,990000,04/11/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6410,34, ,B3,91 BAY 25TH STREET, ,11214,2,0,2,2900,2080,1925,1,B3,0,11/16/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,22, ,B9,8815 14TH AVENUE, ,11228,2,0,2,2070,1802,1935,1,B9,938000,09/09/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,30, ,B9,8797 14TH   AVENUE, ,11228,2,0,2,2425,3601,1935,1,B9,1300000,06/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,41, ,B1,8771 14TH AVENUE, ,11228,2,0,2,2000,1812,1935,1,B1,0,10/14/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6424,54, ,B2,190 BAY 7TH, ,11228,2,0,2,1933,2048,1935,1,B2,999000,09/19/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6425,50, ,B1,186 BAY 8TH   STREET, ,11228,2,0,2,2900,2360,1930,1,B1,0,03/23/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,6, ,B3,243 BAY 11 STREET, ,11228,2,0,2,1534,1456,1935,1,B3,0,12/09/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6429,13, ,B1,229 BAY 11TH STREET, ,11228,2,0,2,1983,2200,1935,1,B1,1170000,12/23/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6430,28, ,B9,8793 16 AVENUE, ,11214,2,0,2,2153,2614,1965,1,B9,1300000,10/17/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6431,46, ,S2,1644 BATH AVENUE, ,11214,2,1,3,2500,4824,1910,1,S2,1000000,11/21/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,8, ,B1,1659 CROPSEY AVENUE, ,11214,2,0,2,1916,1762,1960,1,B1,0,03/28/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,9, ,B1,1657 CROPSEY AVENUE, ,11214,2,0,2,1916,1762,1960,1,B1,1135000,02/16/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,18, ,B9,211 BAY 14TH   STREET, ,11214,2,0,2,2268,1668,1950,1,B9,0,08/08/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6432,138, ,S2,1660 BATH AVENUE, ,11214,2,1,3,1883,3960,1925,1,S2,0,03/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,47, ,B1,8794 BAY 16TH   STREET, ,11214,2,0,2,2707,2000,1965,1,B1,0,01/05/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6433,47, ,B1,8794 BAY 16TH   STREET, ,11214,2,0,2,2707,2000,1965,1,B1,0,12/16/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6434,14, ,B3,8817 BAY 16TH STREET, ,11214,2,0,2,1643,1464,1930,1,B3,820000,01/03/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6434,16, ,B3,8813 BAY 16TH   STREET, ,11214,2,0,2,1643,1464,1930,1,B3,293700,01/09/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6435,24, ,B9,181 BAY 17TH STREET, ,11214,2,0,2,2815,2574,1965,1,B9,0,01/13/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6438,44, ,B9,8788 19TH   AVENUE, ,11214,2,0,2,1937,2620,1965,1,B9,1180000,06/29/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6440,33, ,S2,1936 BATH AVENUE, ,11214,2,1,3,2015,2740,1910,1,S2,0,06/20/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6442,18, ,B3,8785 20TH   AVENUE, ,11214,2,0,2,3867,2514,1920,1,B3,0,02/24/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6447,16, ,B1,201 BAY 29TH   STREET, ,11214,2,0,2,1933,1976,1945,1,B1,10,04/24/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6459,123, ,B9,297 BAY 8TH   STREET, ,11228,2,0,2,1442,1550,1925,1,B9,830000,10/06/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,4, ,B3,8937 15TH   AVENUE, ,11228,2,0,2,1740,1674,1960,1,B3,0,02/26/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,4, ,B3,8937 15TH   AVENUE, ,11228,2,0,2,1740,1674,1960,1,B3,0,02/26/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,87, ,B1,317 BAY 10TH STREET, ,11228,2,0,2,1933,1860,1955,1,B1,0,05/04/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,87, ,B1,317 BAY 10TH STREET, ,11228,2,0,2,1933,1860,1955,1,B1,0,02/10/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,91, ,B1,307 BAY 10TH   STREET, ,11228,2,0,2,1933,1860,1955,1,B1,990000,03/10/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,96, ,B3,297 BAY 10TH   STREET, ,11228,2,0,2,1740,1629,1955,1,B3,960000,08/01/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,135, ,B2,284 BAY 11TH STREET, ,11228,2,0,2,5800,2715,1901,1,B2,0,03/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,221, ,B9,8884 16TH   AVENUE, ,11214,2,0,2,1760,992,1950,1,B9,0,10/04/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,297, ,B1,338 BAY 11TH STREET, ,11228,2,0,2,1885,1928,1950,1,B1,940000,01/17/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,311, ,B3,340 BAY 10TH   STREET, ,11228,2,0,2,1740,1876,1950,1,B3,920000,06/01/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6460,405, ,B1,277 BAY 10TH   STREET, ,11228,2,0,2,1901,1662,1950,1,B1,0,06/15/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,29, ,B1,243 BAY 14TH STREET, ,11214,2,0,2,1515,1280,1940,1,B1,0,10/18/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,53, ,B9,8876 17TH   AVENUE, ,11214,2,0,2,2600,1914,1955,1,B9,949000,01/23/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,224, ,B1,250 BAY 14TH   STREET, ,11214,2,0,2,1746,1890,1940,1,B1,0,03/23/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,227, ,B9,8941 16TH AVENUE, ,11214,2,0,2,2017,1240,1940,1,B9,835000,05/22/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,276, ,B3,263 BAY 13TH STREET, ,11214,2,0,2,1649,928,1940,1,B3,0,03/10/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6461,341, ,B1,1119 SHORE PARKWAY, ,11214,2,0,2,2603,2898,1940,1,B1,0,10/14/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6462,139, ,B9,8880 BAY 16TH STREET, ,11214,2,0,2,1920,2280,1960,1,B9,0,05/11/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,101, ,B3,317 BAY 20TH STREET, ,11214,2,0,2,2562,1561,1945,1,B3,150000,05/19/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,119, ,B1,275 BAY 20TH   STREET, ,11214,2,0,2,1938,1650,1940,1,B1,0,03/30/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,159, ,B3,8874 19TH AVENUE, ,11214,2,0,2,1547,1584,1940,1,B3,0,04/20/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6464,168, ,B3,8892 19TH AVENUE, ,11214,2,0,2,2127,1610,1940,1,B3,885000,09/29/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,49, ,B1,1951 19TH LANE, ,11214,2,0,2,2310,1944,1940,1,B1,0,01/09/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,86, ,B3,8861 19TH   AVENUE, ,11214,2,0,2,1547,1320,1940,1,B3,750000,07/05/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,90, ,B3,8853 19TH AVENUE, ,11214,2,0,2,1740,1782,1940,1,B3,0,04/14/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6465,91, ,B3,8851 19TH AVENUE, ,11214,2,0,2,1740,1536,1940,1,B3,0,01/02/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,25, ,B9,8832 20TH   AVENUE, ,11214,2,0,2,2182,1869,1945,1,B9,952000,07/26/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,34, ,B9,8858 20 AVENUE, ,11214,2,0,2,2299,1869,1945,1,B9,10,10/14/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6466,72, ,B3,231 BAY 22 STREET, ,11214,2,0,2,2178,1557,1945,1,B3,0,11/10/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,38, ,B9,1419 SHORE PARKWAY, ,11214,2,0,2,2090,1993,1945,1,B9,165000,10/07/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6468,69, ,B1,1920 19TH   LANE, ,11214,2,0,2,1520,1584,1945,1,B1,780000,09/28/2016
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6480,35, ,B9,8982 15TH AVENUE, ,11228,2,0,2,1966,2070,1950,1,B9,960000,12/08/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6364,19, ,C0,53 BAY 13TH   STREET, ,11214,3,0,3,2167,1960,1899,1,C0,0,12/21/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6365,67, ,C0,8658 17TH   AVENUE, ,11214,3,0,3,2094,2352,1920,1,C0,0,11/08/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6366,13, ,C0,8665 17 AVENUE, ,11214,3,0,3,1933,2880,1920,1,C0,990000,03/03/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,77, ,C0,58 BAY 20TH   STREET, ,11214,3,0,3,4833,2748,1930,1,C0,0,11/02/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6370,85, ,C0,78 BAY 20TH STREET, ,11214,3,0,3,2978,3456,1930,1,C0,0,06/27/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6371,7, ,C0,1857 BENSON AVENUE, ,11214,3,0,3,1856,2375,1930,1,C0,0,10/03/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6371,31, ,C0,45 BAY 20TH   STREET, ,11214,3,0,3,3867,4096,1930,1,C0,0,11/02/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,23, ,C0,8667 19TH   AVENUE, ,11214,3,0,3,2658,3286,2009,1,C0,0,10/18/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3,3867,3277,1930,1,C0,0,05/11/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19 AVENUE, ,11214,3,0,3,3867,3277,1930,1,C0,0,04/24/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,40, ,C0,8623 19TH   AVENUE, ,11214,3,0,3,3867,3277,1930,1,C0,0,03/09/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6372,80, ,C0,70 BAY 22ND STREET, ,11214,3,0,3,4947,3248,1930,1,C0,1600000,12/15/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6373,62, ,C0,24 BAY 23RD STREET, ,11214,3,0,3,3867,3627,1930,1,C0,1470000,03/28/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6373,64, ,C0,28 BAY 23RD   STREET, ,11214,3,0,3,3870,3643,1930,1,C0,1400000,09/08/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,43, ,C0,19 BAY 23RD STREET, ,11214,3,0,3,3867,3785,1910,1,C0,0,04/04/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6374,60, ,C0,8620 20TH AVENUE, ,11214,3,0,3,3867,3075,1920,1,C0,0,05/04/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,18, ,C0,57 BAY 25 STREET, ,11214,3,0,3,2900,2272,1988,1,C0,0,10/06/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6376,25, ,C0,43 BAY 25TH STREET, ,11214,3,0,3,3867,2845,1910,1,C0,0,01/20/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6377,66, ,C0,8656 21ST   AVENUE, ,11214,3,0,3,2800,3141,1992,1,C0,0,10/28/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,12, ,C0,71 BAY 28TH   STREET, ,11214,3,0,3,2900,7242,2014,1,C0,1616981,11/10/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6379,14, ,C0,67 BAY 28TH   STREET, ,11214,3,0,3,2900,0,2014,1,C0,1596616,10/25/2016
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6380,56, ,C0,8630 BAY PARKWAY, ,11214,3,0,3,1917,3078,1960,1,C0,1288000,05/26/2017
3,BATH BEACH,03 THREE FAMILY DWELLINGS                  ,1,6392,30, ,C0,111 BAY 7TH   STREET, ,11228,3,0,3,2280,3240,1930,1,C0,600000,04/08/2017
